1.000000000000000000e+00 -5.475858704185310621e+00 8.000000000000000444e-01
1.600000000000000089e+00 -3.305029000390729443e+00 8.000000000000000444e-01
2.200000000000000178e+00 -1.403468925770212650e-02 8.000000000000000444e-01
2.799999999999999822e+00 1.774316116914894437e+00 8.000000000000000444e-01
3.399999999999999911e+00 5.030519889728832794e+00 8.000000000000000444e-01
4.000000000000000000e+00 5.896629684816108607e+00 8.000000000000000444e-01
4.599999999999999645e+00 9.789887023941457045e+00 8.000000000000000444e-01
5.200000000000000178e+00 1.218955523259737461e+01 8.000000000000000444e-01
5.799999999999999822e+00 1.301013374561275882e+01 8.000000000000000444e-01
6.399999999999999467e+00 1.669060635969500339e+01 8.000000000000000444e-01
7.000000000000000000e+00 1.760671227132849737e+01 8.000000000000000444e-01
7.599999999999999645e+00 2.179905474558149336e+01 8.000000000000000444e-01
8.199999999999999289e+00 2.437453034283673503e+01 8.000000000000000444e-01
8.800000000000000711e+00 2.599456879842480816e+01 8.000000000000000444e-01
9.400000000000000355e+00 2.703298264837669507e+01 8.000000000000000444e-01
1.000000000000000000e+01 3.137589745866571178e+01 8.000000000000000444e-01
