0.000000000000000000e+00 1.060880107869918154e+00 5.000000000000000000e-01
2.040816326530612290e-01 9.533223247790058030e-01 5.000000000000000000e-01
4.081632653061224580e-01 8.355260589318163067e-01 5.000000000000000000e-01
6.122448979591836871e-01 1.910545493338917655e+00 5.000000000000000000e-01
8.163265306122449161e-01 1.915774959095835062e+00 5.000000000000000000e-01
1.020408163265306145e+00 1.859865689540128653e+00 5.000000000000000000e-01
1.224489795918367374e+00 8.245196056682749797e-01 5.000000000000000000e-01
1.428571428571428603e+00 1.416566432843304746e+00 5.000000000000000000e-01
1.632653061224489832e+00 1.432700293622379828e+00 5.000000000000000000e-01
1.836734693877551061e+00 2.104321344997499565e+00 5.000000000000000000e-01
2.040816326530612290e+00 2.972378154520429749e+00 5.000000000000000000e-01
2.244897959183673741e+00 2.574280037586820669e+00 5.000000000000000000e-01
2.448979591836734748e+00 2.224850320831618156e+00 5.000000000000000000e-01
2.653061224489795755e+00 2.513166962049434350e+00 5.000000000000000000e-01
2.857142857142857206e+00 2.642925189556446064e+00 5.000000000000000000e-01
3.061224489795918657e+00 3.941754812278697617e+00 5.000000000000000000e-01
3.265306122448979664e+00 2.211334015937458819e+00 5.000000000000000000e-01
3.469387755102040671e+00 3.489805139175174986e+00 5.000000000000000000e-01
3.673469387755102122e+00 2.944491967577611558e+00 5.000000000000000000e-01
3.877551020408163573e+00 3.345718133436988762e+00 5.000000000000000000e-01
4.081632653061224580e+00 3.219303530427176874e+00 5.000000000000000000e-01
4.285714285714285587e+00 5.498444854486082001e+00 5.000000000000000000e-01
4.489795918367347483e+00 5.072250048576504966e+00 5.000000000000000000e-01
4.693877551020408490e+00 4.445462960804958286e+00 5.000000000000000000e-01
4.897959183673469497e+00 4.937382214069529596e+00 5.000000000000000000e-01
5.102040816326530503e+00 4.878729213764431805e+00 5.000000000000000000e-01
5.306122448979591510e+00 6.252310084282540537e+00 5.000000000000000000e-01
5.510204081632653406e+00 5.739633500063726856e+00 5.000000000000000000e-01
5.714285714285714413e+00 7.029669349614134255e+00 5.000000000000000000e-01
5.918367346938775420e+00 8.808182116547234486e+00 5.000000000000000000e-01
6.122448979591837315e+00 6.538431803350437832e+00 5.000000000000000000e-01
6.326530612244898322e+00 8.884814544161114824e+00 5.000000000000000000e-01
6.530612244897959329e+00 9.316490605932493452e+00 5.000000000000000000e-01
6.734693877551020336e+00 9.420769188484928947e+00 5.000000000000000000e-01
6.938775510204081343e+00 1.020310096947870626e+01 5.000000000000000000e-01
7.142857142857143238e+00 1.079433310339354612e+01 5.000000000000000000e-01
7.346938775510204245e+00 1.110469317986165017e+01 5.000000000000000000e-01
7.551020408163265252e+00 1.226923706361642985e+01 5.000000000000000000e-01
7.755102040816327147e+00 1.344449381514366415e+01 5.000000000000000000e-01
7.959183673469388154e+00 1.422363082362582709e+01 5.000000000000000000e-01
8.163265306122449161e+00 1.490884747211499750e+01 5.000000000000000000e-01
8.367346938775510168e+00 1.615589284813976789e+01 5.000000000000000000e-01
8.571428571428571175e+00 1.779033713280073314e+01 5.000000000000000000e-01
8.775510204081632182e+00 1.791587329406651108e+01 5.000000000000000000e-01
8.979591836734694965e+00 2.020556294677692222e+01 5.000000000000000000e-01
9.183673469387755972e+00 2.121725807814918952e+01 5.000000000000000000e-01
9.387755102040816979e+00 2.250299101736760932e+01 5.000000000000000000e-01
9.591836734693877986e+00 2.396765253255853878e+01 5.000000000000000000e-01
9.795918367346938993e+00 2.605050711387572804e+01 5.000000000000000000e-01
1.000000000000000000e+01 2.768663614329452827e+01 5.000000000000000000e-01
