0.000000000000000000e+00 -4.524177316576302177e-01 8.000000000000000444e-01
6.666666666666666297e-01 1.843527551729803093e+00 8.000000000000000444e-01
1.333333333333333259e+00 3.491318192994431246e+00 8.000000000000000444e-01
2.000000000000000000e+00 6.638158231087269989e+00 8.000000000000000444e-01
2.666666666666666519e+00 7.567877571847350104e+00 8.000000000000000444e-01
3.333333333333333037e+00 1.050588525389268568e+01 8.000000000000000444e-01
4.000000000000000000e+00 1.245147004713679806e+01 8.000000000000000444e-01
4.666666666666666075e+00 1.375602245143080005e+01 8.000000000000000444e-01
5.333333333333333037e+00 1.618343214563221366e+01 8.000000000000000444e-01
6.000000000000000000e+00 1.901551706977686251e+01 8.000000000000000444e-01
6.666666666666666075e+00 1.958451063639760648e+01 8.000000000000000444e-01
7.333333333333333037e+00 2.275540554856045716e+01 8.000000000000000444e-01
8.000000000000000000e+00 2.572359113314684720e+01 8.000000000000000444e-01
8.666666666666666075e+00 2.577515022132806166e+01 8.000000000000000444e-01
9.333333333333332149e+00 2.777299790159031900e+01 8.000000000000000444e-01
1.000000000000000000e+01 2.940577846628199765e+01 8.000000000000000444e-01
